id,question,original_answer,audit_status,support_method,support_pos,match_detail,revised_answer,revised_note,support_excerpt
268,"Bağlam: Şifre Sivas, 7.10.1919 Harbiye Nazırı Cemal Paşa Hazretleri'ne C. Beyanatı devletlerine madde madde, sıra ile aşağıdaki cevap arz olunur: - Bu bağlamda sayılan 2. madde nedir?","İkinci madde muhteviyatından dolayı da hassaten teşekkür ederiz. Vuku bulmuş olan maruzatta, bu noktanın açıklanmasına görülen lüzum şu idi: Milli emellere ve harekâta muhalefetlerinden dolayı, millet tarafından tecrit edilen bazı vali ve kumandanlar, şekle riayet düşüncesiyle, isterse geçici olsun, memuriyetlerine iade edildikleri takdirde, mahallerince kabullerine imkân görülmediğinden, hükümet nüfuzuna karşı riayetsizlik vuku bulabilir endişesi idi",exact_quote_or_near,answer_substring,381113,,,,"aafını reddedenlerdeniz. Dahili ve harici vaziyete bütün açıklığıyla vâkıfız. Attığımız adım tesadüfi değil, derin düşüncelere ve metin esasi ara ve bütün milletin muntazam teşkilata tabi hakiki kuvvetine ve azim ve iradesine dayalıdır. Millet, hâkimiyetini bütün manasıyla bütün cihana tanıttırmaya kati karar vermiştir. Bunun için de her yerde, her türlü tedbirler alınmıştır. Mevcut hükümetin milli emelleri ve talepleri iyi karşılamasını ve neticelendirmeye çalışmasını talep ederiz. Çünkü başka türlü hükümet icra edemez. Abuk Paşa'yı bilmiyoruz. Fakat Cemal Paşa'dan milli teşkilatımızın delegesi olmaktan başka bir şey beklemeyiz. (Efendiler, şunu izah etmeliyim ki, Cemal Paşa bi"
269,"Bağlam: Şifre Sivas, 7.10.1919 Harbiye Nazırı Cemal Paşa Hazretleri'ne C. Beyanatı devletlerine madde madde, sıra ile aşağıdaki cevap arz olunur: - Bu bağlamda sayılan 3. madde nedir?","Üçüncü madde, bilhassa teşekküre değer. İnşallah birlik ve beraberlikle vatan ve milletimizin saadet ve selametini temin yolu bulunur",exact_quote_or_near,answer_substring,381563,,,,"elendirmeye çalışmasını talep ederiz. Çünkü başka türlü hükümet icra edemez. Abuk Paşa'yı bilmiyoruz. Fakat Cemal Paşa'dan milli teşkilatımızın delegesi olmaktan başka bir şey beklemeyiz. (Efendiler, şunu izah etmeliyim ki, Cemal Paşa bizim delegemiz değildi ve böyle bir vazivet ve vazifenin kendisine verilmesinde, malumunuz olan hareket tarzından dolayı münasip bir yön"
270,"Bağlam: Şifre Sivas, 7.10.1919 Harbiye Nazırı Cemal Paşa Hazretleri'ne C. Beyanatı devletlerine madde madde, sıra ile aşağıdaki cevap arz olunur: - Bu bağlamda sayılan 4. madde nedir?","Büyük bir samimiyet ve teminatla arz ederiz ki, kabinenin gösterdiği ciddiyet ve samimiyete karşılık, Heyeti Temsiliye, ne dahile ve ne harice karşı hiçbir vakit hâkim vaziyeti almayacak, bilakis, birlikte kabul buyurulan görüşler dairesinde, hükümetin nüfuz ve kuvvetini tahkim ve takviyeyi vatan ve milletin selameti için vazife sayacaktır. Bu hususta katiyen şüphe ve tereddüt buyurulmamasını arz ve rica ederiz. Bilhassa zatı devletlerinin, Nizamname'mizin sekizinci maddesi icabınca, doğrudan doğruya Heyeti Temsiliye'miz üyesi sıfatıyla kabinede delege bulunmaları, iki tarafın icraat ve kararlarında mutabakatın teminine kefil olacağı için memnuniyet vericidir",exact_quote_or_near,answer_substring,381698,,,,"atımızın delegesi olmaktan başka bir şey beklemeyiz. (Efendiler, şunu izah etmeliyim ki, Cemal Paşa bizim delegemiz değildi ve böyle bir vazivet ve vazifenin kendisine verilmesinde, malumunuz olan hareket tarzından dolayı münasip bir yön de yoktu. Ancak Yunus Nadi Bey'in telgrafında ""Cemal Paşa'nın delege gibi kabul edilmesinde tereddüde mahal yoktur"" denilmiş olmasından, Cemal Paşa'nın bunu arzu ettiği zannolunmuş ve emrivaki halinde kendisine verilmiştir.) Ve nazır olur olmaz kendilerinin herkesten evvel doğrudan bizimle temasa gelip hakiki vaziyeti anlayacağını ve ona göre hükümetle milli teşkilatın görüşlerini birleştirmeye girişeceğini ümit ediyorduk. Halbuki henüz böyle bir temastan kaçındığı görülüyor. Bizim yeni kabineye karşı vuku bulan teklif ve taleplerimiz şahsi ve keyfi olmayıp, bütün vilayetler ve bağımsız livalar ile bunlara bağlı yerlerin ve beş kolordu kumandanının v"
271,"Bağlam: Arz etmiştim ki, hükümet, bize, beyannamesini yayımlanmasından evvel vermediği için, biz de, millete olan beyannamemizi hükümetin görüşünü almaya lüzum görmeden yayımlamıştık. Bunun üzerine, hükümet, Cemal Paşa vasıtasıy… - Bu bağlamda sayılan 1. madde nedir?",İttihatçılıkla münasebet bulunmadığı,exact_quote_or_near,answer_substring,396434,,,,"t ve hilafet makamı kalıyor. Bu yüzden, milli meclisler, milli şeref ve kudreti temsil edemiyor, milli arzu tecelli edemiyor ve icapları tatbik olunamıyor. Dolayısıyla bizim için ilk ve en esaslı prensip, evvela memlekette milli teşkilatı vücuda getirmek, sonra da bu teşkilatt"
272,"Bağlam: Arz etmiştim ki, hükümet, bize, beyannamesini yayımlanmasından evvel vermediği için, biz de, millete olan beyannamemizi hükümetin görüşünü almaya lüzum görmeden yayımlamıştık. Bunun üzerine, hükümet, Cemal Paşa vasıtasıy… - Bu bağlamda sayılan 2. madde nedir?",Osmanlı Devleti'nin Harbi Umumi'ye karışmasının doğru olmadığı vemüsebbipleri aleyhinde isimler belirtilmek suretiyle bazı neşriyat icrası ve haklarında kanuni takibat ve cezalandırmanın tertibi,exact_quote_or_near,answer_substring,396474,,,,"milli meclisler, milli şeref ve kudreti temsil edemiyor, milli arzu tecelli edemiyor ve icapları tatbik olunamıyor. Dolayısıyla bizim için ilk ve en esaslı prensip, evvela memlekette milli teşkilatı vücuda getirmek, sonra da bu teşkilattan kuvvet alan bir grubun başında Meclis'te çalışmak olmalıdır. Hükümet teşkiline veya teşekkül edecek herhangi bir hükümete dahil olmaya kalkışmakta fayda yoktur. Çünkü bu mahiyette bir hükümet, v"
273,"Bağlam: Arz etmiştim ki, hükümet, bize, beyannamesini yayımlanmasından evvel vermediği için, biz de, millete olan beyannamemizi hükümetin görüşünü almaya lüzum görmeden yayımlamıştık. Bunun üzerine, hükümet, Cemal Paşa vasıtasıy… - Bu bağlamda sayılan 3. madde nedir?",Harp esnasında yapılan her nevi cinayetlerin faillerinin kanuni cezadan kurtulmayacakları,exact_quote_or_near,answer_substring,396671,,,,"ı vücuda getirmek, sonra da bu teşkilattan kuvvet alan bir grubun başında Meclis'te çalışmak olmalıdır. Hükümet teşkiline veya teşekkül edecek herhangi bir hükümete dahil olmaya kalkışmakta fayda yoktur. Çünkü bu mahiyette bir hükümet, vatana ve millete hiçbir esaslı hizmet yapamadan, hemen düşmeye veyahut Padişah'a dayanarak M"
274,"Bağlam: Arz etmiştim ki, hükümet, bize, beyannamesini yayımlanmasından evvel vermediği için, biz de, millete olan beyannamemizi hükümetin görüşünü almaya lüzum görmeden yayımlamıştık. Bunun üzerine, hükümet, Cemal Paşa vasıtasıy… - Bu bağlamda sayılan 4. madde nedir?","Seçimlerin serbest cereyan edeceği.Cemal Paşa, bu maddeleri saydıktan sonra, bunların açıklanmasının ve tamiminin dahilen ve haricen birtakım yanlış anlamaların önüne geçeceğinden bahisle, memleketin yüksek menfaatları icabı olarak bilhassa iyi karşılanmasını rica ediyordu ( Vesika: 141)",exact_quote_or_near,answer_substring,396763,,,," olmalıdır. Hükümet teşkiline veya teşekkül edecek herhangi bir hükümete dahil olmaya kalkışmakta fayda yoktur. Çünkü bu mahiyette bir hükümet, vatana ve millete hiçbir esaslı hizmet yapamadan, hemen düşmeye veyahut Padişah'a dayanarak Meclis'e karşı ve dolayısıyla millete karşı vaziyet almaya mecbur olacaktır ki, birincisinde istikrarsızlık gibi büyük bir sakınca sürüp gidecek; ikincisinde de milli hâkimiyetin giderek yok hükmüne getirilmesine hizmet edilmiş olacaktır."" Nitekim, kapsamlı olarak bildiğiniz ve fiilen"
275,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 1. madde nedir?",Bazı kumandanların atılmasına ve bir kısım subayların divanıharbe verilmelerine dair çıkan Padişah iradelerinin ve diğer emirlerin düzeltilmesi,exact_quote_or_near,answer_substring,432419,,,,"katen, ben, Meclis'in İstanbul'da toplanması kadar mantıksız ve maksatsız bir hareket tasavvur edemiyordum. Ancak, bu hususta salahiyettar olanları ve kamuoyunu bu hakikate meylettirmedikçe, fikrimizin fiil mevkiine geçmesi mümkün değildi. İstanbul'da toplanmanın sakıncalarını tabii bir surette açıkça ortaya koymak icap ediyordu. Bu maksatla, milli maksatları Rumlara ve yabancılar"
276,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 2. madde nedir?",Malta'ya sürülmüş olanlar hakkında kendi ilgili mahkemelerimizde kanuni takibat yapılmak üzere Dersaadet'e getirilmeleri için gerekenlerin yapılması,exact_quote_or_near,answer_substring,432565,,,,"ı ve kamuoyunu bu hakikate meylettirmedikçe, fikrimizin fiil mevkiine geçmesi mümkün değildi. İstanbul'da toplanmanın sakıncalarını tabii bir surette açıkça ortaya koymak icap ediyordu. Bu maksatla, milli maksatları Rumlara ve yabancılara karşı Hıristiyanlar aleyhinde göstermek hususunda Ali Kemal ve Mehmet Ali Beylerin faaliyeti, Ermeni Patrikhanesi'nde yapılan toplantılar ve Hürriyet"
277,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 3. madde nedir?",Ermeni zalimlerinin de mahkemeye verilmesi (Meclisi Mebusan'a terk olunacaktır),exact_quote_or_near,answer_substring,432716,,,,"çıkça ortaya koymak icap ediyordu. Bu maksatla, milli maksatları Rumlara ve yabancılara karşı Hıristiyanlar aleyhinde göstermek hususunda Ali Kemal ve Mehmet Ali Beylerin faaliyeti, Ermeni Patrikhanesi'nde yapılan toplantılar ve Hürriyet ve İtilâf Fırkası'nın teşebbüsleri üzerine, Harbiye Nazırı vasıtasıyla merkezi "
278,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 4. madde nedir?",İzmir'in tahliyesi için merkezi hükümet tarafından yeniden protesto yapılması ve icap ederse gizli talimat ile ahaliye mitingler yaptırılması,exact_quote_or_near,answer_substring,432796,,,,"ncılara karşı Hıristiyanlar aleyhinde göstermek hususunda Ali Kemal ve Mehmet Ali Beylerin faaliyeti, Ermeni Patrikhanesi'nde yapılan toplantılar ve Hürriyet ve İtilâf Fırkası'nın teşebbüsleri üzerine, Harbiye Nazırı vasıtasıyla merkezi hükümetin nazarı dikkatini çektik. 13 Teşrinievvel [Ekim] 1919 tarihinde, Meclisi Mebusan'ın açılışından sonra, Müdafaai Hukuk Cemiyeti'nin nasıl"
279,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 5. madde nedir?","Umum Jandarma Kumandanı, Merkez Kumandanı, Polis Müdürü ve Dahiliye Müsteşarının değiştirilmeleri (Harbiye ve Dahiliye Nezaretlerince)",exact_quote_or_near,answer_substring,432941,,,," ve Hürriyet ve İtilâf Fırkası'nın teşebbüsleri üzerine, Harbiye Nazırı vasıtasıyla merkezi hükümetin nazarı dikkatini çektik. 13 Teşrinievvel [Ekim] 1919 tarihinde, Meclisi Mebusan'ın açılışından sonra, Müdafaai Hukuk Cemiyeti'nin nasıl bir siyasi vaziyet alması fikrinde bulunduğunu, Cemal Paşa vasıtasıyla hükümetten sorarken, Meclisi Mebusan'ın Dersaadet'te toplanma"
280,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 6. madde nedir?",İngiliz Muhipler Cemiyeti'nin (kapı kapı dolaşıp) ahaliye kâğıt mühürlettirmelerine mâni olmak,exact_quote_or_near,answer_substring,433074,,,,"rinievvel [Ekim] 1919 tarihinde, Meclisi Mebusan'ın açılışından sonra, Müdafaai Hukuk Cemiyeti'nin nasıl bir siyasi vaziyet alması fikrinde bulunduğunu, Cemal Paşa vasıtasıyla hükümetten sorarken, Meclisi Mebusan'ın Dersaadet'te toplanmasında ne gibi siyasi teminat elde edilmesinin düşünüldüğünü de sorduk. Aynı tarihte, Meclisi Meb"
281,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 7. madde nedir?",Yabancı parasıyla satın alınmış cemiyetlerin faaliyetlerine ve bu gibi gazetelerin zararlı neşriyatına nihayet verilmesi (bilhassa subayların ve memurların bu gibi cemiyetlere mensup olmalarının katiyen yasaklanması),exact_quote_or_near,answer_substring,433170,,,,"in nasıl bir siyasi vaziyet alması fikrinde bulunduğunu, Cemal Paşa vasıtasıyla hükümetten sorarken, Meclisi Mebusan'ın Dersaadet'te toplanmasında ne gibi siyasi teminat elde edilmesinin düşünüldüğünü de sorduk. Aynı tarihte, Meclisi Mebusan'ın Dersaadet'te selametinin temini için, ne gibi emniyet ve müdafaa tertibatına girişmenin tasavvur olunduğunu ve ne yapılmak lazım geldiğini, İstanbul'da teşkilatımızın heyeti merkeziyesinde bulunan ve Çanakkale"
282,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 8. madde nedir?",Aydın Kuvayi Milliyesi'nin takviyesi ve iaşelerinin kolaylaştırılması ve temini. (Bu husus Harbiye Nezareti'nce tanzim olunur. Donanma Cemiyeti'nin 400.000 lirasından lüzumu kadarı hükümet tarafından bu maksada tahsis kılınabilir.),exact_quote_or_near,answer_substring,433387,,,,"tarihte, Meclisi Mebusan'ın Dersaadet'te selametinin temini için, ne gibi emniyet ve müdafaa tertibatına girişmenin tasavvur olunduğunu ve ne yapılmak lazım geldiğini, İstanbul'da teşkilatımızın heyeti merkeziyesinde bulunan ve Çanakkale Mevkii Müstahkem Kumandanı olan Miralay Şevket Bey'den sorduk. Amasya mülakatı Efendiler, hatırınızdadır ki, Bahriye Nazırı Salih Paşa ile Amasya'da bir görüşme kararlaştırılmıştı. Nazır Paşa ile, hükümetin harici siyaseti ve da"
283,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 9. madde nedir?",Milli harekâta iştirak etmiş memurların her yerde tam bir sükünet ve emniyet hasıl oluncaya kadar yerlerinden kaldırılmamaları ve milli emellere muhalif hareket etmelerinden dolayı millet tarafından işten el çektirilmiş memurların yeni memuriyetlere tayinlerinden evvel özel olarak fikir alışverişinde bulunulması,exact_quote_or_near,answer_substring,433616,,,,"anakkale Mevkii Müstahkem Kumandanı olan Miralay Şevket Bey'den sorduk. Amasya mülakatı Efendiler, hatırınızdadır ki, Bahriye Nazırı Salih Paşa ile Amasya'da bir görüşme kararlaştırılmıştı. Nazır Paşa ile, hükümetin harici siyaseti ve dahili idaresi ile ordunun geleceğine ait esaslar üzerinde görüşülmek ihtimali vardı. Bu sebeple daha evvel kolordu kumandanlarının fikir ve görüşlerini bilmek, bence pek faydalı idi. 14 Teşrinievvel [Ekim] 1919 tarihli şifremde, kolordu kumandanlarının bu üç noktaya ait fikirlerini rica ettim. Kumandanların raporlar"
284,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 10. madde nedir?",Batı Trakya muhacirlerinin sevk ve naklinin temini,exact_quote_or_near,answer_substring,433933,,,,"dı. Bu sebeple daha evvel kolordu kumandanlarının fikir ve görüşlerini bilmek, bence pek faydalı idi. 14 Teşrinievvel [Ekim] 1919 tarihli şifremde, kolordu kumandanlarının bu üç noktaya ait fikirlerini rica ettim. Kumandanların raporlarını vesikalar arasında okursunuz (Vesika: 156). Salih "
285,"Bağlam: Mebuslar arasında İttihat ve Terakki'ye mensup ve orduda kötülüğü görülmüş şahıslar bulunduğu takdirde, bunların mebus seçilmesine meydan verilmemek için Heyeti Temsiliye'ce uyarma suretinde, münasip şekilde bazı telkinl… - Bu bağlamda sayılan 11. madde nedir?",Acemi Sadun Paşa ve maiyetinin münasip surette geçimlerinin temini,exact_quote_or_near,answer_substring,433987,,,,"r ve görüşlerini bilmek, bence pek faydalı idi. 14 Teşrinievvel [Ekim] 1919 tarihli şifremde, kolordu kumandanlarının bu üç noktaya ait fikirlerini rica ettim. Kumandanların raporlarını vesikalar arasında okursunuz (Vesika: 156). Salih Paşa, 15 Teşrinievvel'de (15 Ekim'de) İstanbul'dan hareket etti. Biz d"
286,"Bağlam: Sivas'tan yükseltilen bu sesin düşmanlar için ne kadar kuvvetli ve mühim olduğu takdir buyurulur. Efendiler, Salih Paşa'ya ait telgrafı, Amasya'ya vardığında kendisine verdirdim. Fakat Şeyh Recep ve arkadaşlarının hüküme… - Bu bağlamda sayılan 1. madde nedir?","Şeyh Recep, Ahmet Kemal ve Celâl imzasıyla Mabeyni Hümayun'a çekilen telgrafnameyi gördünüz mü?",exact_quote_or_near,answer_substring,442120,,,, satın alınmış cemiyetlerin faaliyetlerine ve bu gibi gazetelerin zararlı neşriyatına nihayet verilmesi (bilhassa subayların ve memurların bu gibi cemiyetlere mensup olmalarının katiyen yasaklanması). 8. Aydın Kuvayi Milliyesi'nin takviyesi ve iaşelerinin kolaylaştırılması ve temini. (Bu husus Harbiye Nezareti'nce tanzim olunur. Do
287,"Bağlam: Sivas'tan yükseltilen bu sesin düşmanlar için ne kadar kuvvetli ve mühim olduğu takdir buyurulur. Efendiler, Salih Paşa'ya ait telgrafı, Amasya'ya vardığında kendisine verdirdim. Fakat Şeyh Recep ve arkadaşlarının hüküme… - Bu bağlamda sayılan 2. madde nedir?",Telgrafhanede! nöbetçi subayı yok mu?,exact_quote_or_near,answer_substring,442216,,,,rilmesi (bilhassa subayların ve memurların bu gibi cemiyetlere mensup olmalarının katiyen yasaklanması). 8. Aydın Kuvayi Milliyesi'nin takviyesi ve iaşelerinin kolaylaştırılması ve temini. (Bu husus Harbiye Nezareti'nce tanzim olunur. Donanma Cemiyeti'nin 400.000 lirasından 
288,"Bağlam: Sivas'tan yükseltilen bu sesin düşmanlar için ne kadar kuvvetli ve mühim olduğu takdir buyurulur. Efendiler, Salih Paşa'ya ait telgrafı, Amasya'ya vardığında kendisine verdirdim. Fakat Şeyh Recep ve arkadaşlarının hüküme… - Bu bağlamda sayılan 3. madde nedir?",Hepinizin mevcudiyetine rağmen böyle bir küstahlık nasıl vuku bulabilir? Üstelik bu mecnunların teşebbüsleri hepinizce malum bulunuyor. Salih Paşa'ya ve Naci Bey'e hitaben üç imza ile telgraf hazırladıklarını biz buradan işitmiştik. Sizin bundan haberiniz yok mu idi?,exact_quote_or_near,answer_substring,442254,,,,arın bu gibi cemiyetlere mensup olmalarının katiyen yasaklanması). 8. Aydın Kuvayi Milliyesi'nin takviyesi ve iaşelerinin kolaylaştırılması ve temini. (Bu husus Harbiye Nezareti'nce tanzim olunur. Donanma Cemiyeti'nin 400.000 lirasından lüzumu kadarı hükümet tarafından bu maksada tahsis kılınabilir.) 9. Milli harekâta iştirak etmiş memurların her yerde tam bir sükünet ve emniyet hasıl oluncaya kadar yerlerinden kaldırılmamaları ve milli emellere muhalif hareket etmelerinden dolayı millet tarafından
289,"Bağlam: Sivas'tan yükseltilen bu sesin düşmanlar için ne kadar kuvvetli ve mühim olduğu takdir buyurulur. Efendiler, Salih Paşa'ya ait telgrafı, Amasya'ya vardığında kendisine verdirdim. Fakat Şeyh Recep ve arkadaşlarının hüküme… - Bu bağlamda sayılan 4. madde nedir?",Yabancılarla beraber İtilâf ve Hürriyetçilerin birtakım hıyanetkârane hareketlere teşebbüs ettiklerine dair dün tamimen vuku bulan tebligat alınmadı mı?,exact_quote_or_near,answer_substring,442520,,,,dan bu maksada tahsis kılınabilir.) 9. Milli harekâta iştirak etmiş memurların her yerde tam bir sükünet ve emniyet hasıl oluncaya kadar yerlerinden kaldırılmamaları ve milli emellere muhalif hareket etmelerinden dolayı millet tarafından işten el çektirilmiş memurların yeni memuriyetlere tayinlerinden evvel özel olarak fikir alışverişinde bulunulması. 10. Batı Trakya muhacirlerinin sevk ve
290,"Bağlam: Sivas'tan yükseltilen bu sesin düşmanlar için ne kadar kuvvetli ve mühim olduğu takdir buyurulur. Efendiler, Salih Paşa'ya ait telgrafı, Amasya'ya vardığında kendisine verdirdim. Fakat Şeyh Recep ve arkadaşlarının hüküme… - Bu bağlamda sayılan 5. madde nedir?","Baskı yapılan ve korkutulan telgraf memurlarının hemen icap edenleri, Vali Paşa'yı ve diğer alakadarları haberdar etmemelerinin ve nöbetçi subayının bunda gaflet göstermesinin sebebi nedir?",exact_quote_or_near,answer_substring,442675,,,,"ılmamaları ve milli emellere muhalif hareket etmelerinden dolayı millet tarafından işten el çektirilmiş memurların yeni memuriyetlere tayinlerinden evvel özel olarak fikir alışverişinde bulunulması. 10. Batı Trakya muhacirlerinin sevk ve naklinin temini. 11. Acemi Sadun Paşa ve maiyetinin münasip surette geçimlerinin temini. İmzasız beşinci protokol de, Sulh Konferansı'na gidebilecek zevatın isimlerini ihtiva ediyordu. Bunu"
291,"Bağlam: Sivas'tan yükseltilen bu sesin düşmanlar için ne kadar kuvvetli ve mühim olduğu takdir buyurulur. Efendiler, Salih Paşa'ya ait telgrafı, Amasya'ya vardığında kendisine verdirdim. Fakat Şeyh Recep ve arkadaşlarının hüküme… - Bu bağlamda sayılan 6. madde nedir?",Başmüdür Bey'in malumat vermesi üzerine alınmış olan tedbirler nedir?,exact_quote_or_near,answer_substring,442865,,,,"nulması. 10. Batı Trakya muhacirlerinin sevk ve naklinin temini. 11. Acemi Sadun Paşa ve maiyetinin münasip surette geçimlerinin temini. İmzasız beşinci protokol de, Sulh Konferansı'na gidebilecek zevatın isimlerini ihtiva ediyordu. Bununla beraber, bu hususta hükümet, esasa riayet etmek şartıyla serbest bu"
292,Bağlam: Mustafa Kemal Ondan sonra Sivas'ta bulunanlara şu emri verdim: - Bu bağlamda sayılan 1. madde nedir?,"Telgrafhane tamamen kontrol altına alınacaktır. Bir subay kumandasında bir manga asker yerleştirilecektir. Vaki olduğu gibi, telgrafhaneyi işgal ederek ve memurlara baskı yaparak meşru milli birlik aleyhinde zihinleri bulandırıcı ve asayişi bozucu teşebbüslerde bulunacak hainlere katiyen engel olunacaktır. Bu gibi asayişi bozucu hareketlerde kanuni sınırı aşan ve askere taarruz edenlere karşı tereddüt etmeden, her nerede olursa olsun silah kullanılacaktır",exact_quote_or_near,answer_substring,443479,,,,"ıza Bey (Bahriye Miralayı), Refet Bey (İstatistik), Emiri Efendi (Tarih), Münir Bey (Hukuk Müşaviri), Mütehassıs bir zat (Ticari işler), Mütehassıs bir zat (Muhtelif mezheplerin imtiyazlarına vâkıf). Yazı Heyeti: Reşit Saffet Bey,( Maliye eski Kalemi Mahsus Müdürü), Şevki Bey, Salih Bey, Orhan Bey, Hüseyin Bey (Robert Kolej Türkçe Muallimi) Efendiler, bu müzakerelerimizin zabıtları arasında en mühim noktanın, Milli Meclis'in toplanma mahalline ait olduğunun yüksek nazarı dikkatinizi çekmiş olacağını tahmin ederim. Meclis'in İstanbul'da toplanmasının caiz olmadığı hakkındaki eski fikir ve kanaatimizi Salih Paşa'ya kabul ve tasdik ettirdik. Ancak, Salih Paşa şahsen bu kanaate iştirak etm"
293,Bağlam: Mustafa Kemal Ondan sonra Sivas'ta bulunanlara şu emri verdim: - Bu bağlamda sayılan 2. madde nedir?,"Küstahane hareketlere kalkışanlar hakkında inzibatın temini bakımından Erkânıharbiye Reisi'nin ortaya koyduğu sebeplerden dolayı firarlarına mahal verilmeksizin derhal vaziyetin icabı yapılacak ve neticesi bir iki saate kadar bildirilecektir. Ancak bu hususta karar vermek için orada mevcut zevattan hiçbirinin teşebbüs almayıp izin istemeye kalkışılması cidden esef verici görülmüştür. Bu karar, bir taburu Sivas'ta bulunan 5. Fırka Kumandanı Cemil Cahit Bey tarafından tabur kumandanına emredilmiştir. Oraca bu kararın süratle tatbikine hiç olmazsa aracı olunması niyaz olunur",exact_quote_or_near,answer_substring,443936,,,,"unun yüksek nazarı dikkatinizi çekmiş olacağını tahmin ederim. Meclis'in İstanbul'da toplanmasının caiz olmadığı hakkındaki eski fikir ve kanaatimizi Salih Paşa'ya kabul ve tasdik ettirdik. Ancak, Salih Paşa şahsen bu kanaate iştirak etmekle beraber, bu iştirakin şahsına ait olup, şimdiden bütün kabine namına söz veremeyeceği yolundaki çekince kaydını da ortaya koymuştu. Kendisi, kabine erkânını ikna ve bu fikre iştirak ettirmek için elinden geleni yapacağını vaat ve muvaffak olamadığı takdirde kabineden çekilmekten başka yapacak bir şeyi olmadığını beyan eylemiş idi. Salih Paşa, bu hususta muvaffak olamamıştır. Meclisi Mebusan'ın toplanma mahalli meselesine tekrar dönmek üzere Amasya görüşmesine ait maruzatıma son veriyorum. Sivas'ta aleyhime yapılan bir teşebbüs: Şeyh Recep vakası Yalnız, efendiler, "
294,Bağlam: Mustafa Kemal Ondan sonra Sivas'ta bulunanlara şu emri verdim: - Bu bağlamda sayılan 3. madde nedir?,Sivas'ta inzibatın temini için uyanık olarak bütün alakadarlarca kati ve sert tedbirler alınması lüzumunu arz ederim,exact_quote_or_near,answer_substring,444512,,,,"alih Paşa, bu hususta muvaffak olamamıştır. Meclisi Mebusan'ın toplanma mahalli meselesine tekrar dönmek üzere Amasya görüşmesine ait maruzatıma son veriyorum. Sivas'ta aleyhime yapılan bir teşebbüs: Şeyh Recep vakası Yalnız, efendiler, biz Amasya'ya gelmek üzere Sivas'tan ayrılır ayrılmaz, Sivas'ta pek de hoşa gitmeyen bir hadise cereyan etmiştir. Bu ha"
